"T(P,V/N)-b1","T(P,V/N)-b2","T(P,V/N)-a","T(P,V/N)-R2",T(V/N)-b,T(V/N)-a,T(V/N)-R2,P(V)-slope,P(V)-a,P(V)-R2,Wp(WT)-slope,Wp(WT)-a,Wp(WT)-R2,T(P)-slope,T(P)-a,T(P)-R2,T-m,T-slope,T-R2,P-m,P-slope,P-R2,V-m,V-slope,V-R2,Vs-m,Vs-slope,Vs-R2,TN-m,TN-slope,TN-R2,PV-m,PV-slope,PV-R2,V/N-m,V/N-slope,V/N-R2,N-m,Ns-m,I-m,V0-m,V/Vs-min,V/Vs-max,V/Vs-m,V/Vs-std,T/P-min,T/P-max,T/P-m,T/P-std,Tpi-min,Tpi-max,Tpi-m,Tpi-std,Fpi-min,Fpi-max,Fpi-m,Fpi-std,Tpi-slope,Tpi-R2:1-sse/sst,WT/WP-slope,WT/WP-R2:1-sse/sst,T(P*V/N)-slope,T(P*V/N)-a,T(P*V/N)-R2,Fpi,P*V/N,T/P,Tpi,dt,dz,workP,workT,Total T,Total F,RPM,Pr,p,Chainage
0.25922066,35.00747048,-1283.578984,0.933719314,65.47072272,19.42732862,0.896346911,21.21022137,5197.66363,0.808437781,104.721123,-21404.21484,0.927468827,0.509005268,-2460.954174,0.892335402,925.0820055,6.053923855,0.338807415,6652.261558,10.65769528,0.30487515,68.58004462,0.488219153,0.356015459,2931.808897,20.04521023,0.414184221,4589.08256,36.99475394,0.418643429,459169.6645,3710.887076,0.356246175,13.83297204,0.076874426,0.261252777,4.940818728,6495.217048,54.11294603,68.58031982,0.018220224,0.02930853,0.023323394,0.001409548,0.059353773,0.154712915,0.138345492,0.019105336,47.92881577,73.05091844,66.82973549,4.126997793,411.4269763,807.5108517,494.3531857,87.62801058,66.84140093,0.895944366,0.009952464,0.912725746,0.008468398,141.1273106,0.90942898,463.7060047,97807.0607,0.145272666,67.35241797,7,513.732373,493107.1739,4930.45653,977.9482663,6732.136693,5.041633295,73.24727783,14.52848681,70823.88359
0.076473468,53.60186084,-384.5592828,0.937752099,60.5544559,102.3363934,0.935112053,17.93636567,6433.139928,0.795846586,127.3204322,-58927.56054,0.934002511,0.562059747,-3338.789924,0.808511164,982.518743,8.492185659,0.33594901,7688.343969,12.60912423,0.289389786,69.98095734,0.864168421,0.5494772,2962.182618,35.83783159,0.545198052,4728.555713,50.7478917,0.480371899,543114.1967,7080.74891,0.538830051,14.53538532,0.148918006,0.405095474,4.800741601,6313.163754,57.25894549,69.98095734,0.020946328,0.025754064,0.02360029,0.000906268,0.042454554,0.156539822,0.126847972,0.025131959,60.91383768,87.11765709,68.4178484,5.23869401,432.4323691,1701.879117,589.7921422,278.6314647,67.23450389,0.923118314,0.008621892,0.903411362,0.007266787,162.9013031,0.932201625,488.1032557,125175.5187,0.138776133,67.68535603,4.333333333,328.2673584,605970.2964,5247.442053,1083.476983,7808.285935,4.847026141,77.606604,16.02795973,70816.13281
0.117789279,49.59624671,-709.9777577,0.961016912,57.76293455,33.23601452,0.95171085,11.92032723,6375.825281,0.72940567,128.6803946,-28977.15966,0.965935571,0.598143733,-3501.502954,0.730541375,881.8991955,7.178360951,0.449077154,7328.342516,12.45058548,0.661631573,79.9069704,0.755550709,0.474647424,3239.759521,34.48467169,0.470033621,4799.086872,48.39482728,0.534351701,588571.2325,6309.531822,0.529842718,14.69217566,0.109969621,0.369495634,5.410891473,7110.832483,57.91048121,79.9069704,0.022660367,0.034408256,0.025055022,0.00203011,0.049210727,0.143381477,0.119877868,0.019459926,53.42249413,66.72390581,60.14869496,2.361767331,413.2941667,1309.388898,526.2572438,162.8602987,59.95584981,0.950295867,0.008125816,0.95906284,0.007297965,92.68363309,0.958373532,473.2790052,116102.2244,0.127391514,60.27573177,4.666666667,404.4816895,645289.8971,5245.555315,943.793694,7409.103794,5.557947865,87.09292994,15.66998403,70812.57031
0.248751725,144.7683236,-2365.590849,0.936206888,303.9363227,-524.1692414,0.77722004,123.5145323,8376.375552,0.868213135,54.08159564,-1696.7879,0.968991826,0.378340883,-2806.190312,0.860874531,2024.846888,25.16964675,0.337291081,12769.00651,83.25761739,0.613656388,35.56367725,0.52497868,0.428716699,1142.750762,26.34363064,0.424849158,8733.933568,201.2350582,0.585388146,470648.2757,10243.07473,0.502479605,8.386678193,0.030863029,0.060276625,4.202687211,5539.544493,56.89020508,35.56367725,0.025212551,0.071515015,0.035293065,0.011139342,0.074355072,0.210671389,0.155400705,0.033369271,92.55524095,281.7396418,238.8414857,36.92555869,1244.773733,2440.834878,1578.121551,305.1830124,244.2296494,0.745823398,0.018452218,0.967958289,0.017531139,110.529312,0.918435329,1647.266843,111489.7328,0.158527963,248.9697318,25.83333333,990.4969482,505493.1422,9522.5057,2108.749646,12967.11979,4.416222002,37.32217204,8.335300106,70722.56477
0.349090117,179.1111975,-4651.619935,0.940323326,359.5237165,-469.7741976,0.706835149,85.13396441,12138.44836,0.822148794,45.9967565,134324.0953,0.957409131,0.499004349,-5524.595627,0.840776763,2794.870753,19.47143893,0.419224199,16672.13202,41.96402673,0.576676853,53.25352458,0.50873457,0.747164109,2201.803838,18.57345281,0.806793232,16515.66265,229.6793535,0.816719388,893991.0084,10350.13371,0.750523026,9.080471747,0.020928425,0.088564623,5.859005651,7731.076184,64.24020223,53.25352458,0.016586191,0.027953631,0.024115851,0.001682827,0.090970461,0.189207937,0.166803645,0.020961628,223.8581454,345.6204936,306.6605769,28.7880022,1457.307582,2913.480553,1857.222305,204.6336053,308.4273784,0.692379634,0.018558012,0.945736663,0.019316641,-139.773017,0.870364219,1840.759186,158699.7072,0.17451837,320.5187179,15.66666667,907.5207031,973754.2819,18300.37736,2977.178905,17052.96774,6.154110477,57.04877116,9.304100599,70650.05676
0.256697406,151.790761,-2337.684552,0.951981941,260.4455831,-166.8128285,0.925501119,62.96914434,8776.85742,0.834707332,58.11380817,-68201.90624,0.945045962,0.564673647,-4702.467147,0.907598238,2746.864435,17.68345492,0.316265974,13192.27775,27.3532377,0.265850269,70.12037997,0.527269291,0.469251789,3007.356064,22.29685626,0.537119554,17225.14125,150.657589,0.520311913,932816.6482,8182.928481,0.429530012,11.18727847,0.058102396,0.250243819,6.260378705,8251.9911,65.09155959,70.12037997,0.02161192,0.028340334,0.02327305,0.000957168,0.115601858,0.22828325,0.206839693,0.026637162,204.4064137,266.1908538,244.7935498,11.59496361,931.7029633,1960.897623,1204.773715,177.0624241,245.8620035,0.922534156,0.018386468,0.928315037,0.015860349,387.2435346,0.939499624,1145.692074,159449.907,0.218270754,249.9528429,37.33333333,2803.810571,1006752.409,18615.33982,2948.155942,13509.47049,6.319307906,74.50937569,11.79909782,70639.92763
0.150226894,220.5858462,-1822.66094,0.977187914,339.1529232,-946.0168204,0.956758133,126.6867194,5803.582221,0.851419087,58.37566142,-9776.255165,0.965665228,0.388146131,-2854.355766,0.916993095,2741.193442,22.45638778,0.39935128,14416.0891,64.68569831,0.5443977,67.98271297,0.372197022,0.339753802,2680.11495,17.30259644,0.354217089,17140.33275,140.1518771,0.399415078,990802.0062,8825.696103,0.448835833,10.87182215,0.059736979,0.339743191,6.253757922,8243.687206,65.57005531,67.98271297,0.02390575,0.031844609,0.025557539,0.001540845,0.076335229,0.206062847,0.188197487,0.025966096,130.1670547,270.4465336,249.5494173,23.05729945,1179.437096,1767.863027,1341.429556,124.1628182,253.7185056,0.894922271,0.017272567,0.963713804,0.016543961,119.7112201,0.965835396,1314.164945,173754.6525,0.196790347,258.4919818,39.16666667,2807.15542,1086349.662,18579.67105,2971.694096,15106.46576,6.252204883,71.92174696,11.50344633,70599.4432
0.228490706,186.1412773,-2624.361027,0.981930964,305.5982786,-619.4595033,0.954883575,72.24619637,9480.634026,0.755471816,56.768581,26834.63807,0.976323844,0.52885167,-4953.281003,0.926528206,2599.366048,20.03972261,0.319493122,14281.22,26.61865173,0.170160724,66.44759468,0.582776752,0.563512252,2662.620628,25.98662108,0.591527634,16403.19074,155.3121152,0.437308346,958020.5002,9217.328754,0.46662185,10.53286545,0.073248579,0.417472515,6.293865757,8293.799483,64.87256557,66.44759468,0.022873331,0.03320209,0.025124527,0.001485427,0.060417123,0.202213252,0.180245363,0.029498367,134.7887529,272.2327507,244.1871586,21.78768308,1231.723744,2249.698487,1388.50105,217.7160142,248.1716223,0.920351034,0.017124991,0.976305365,0.017186848,-9.965728408,0.972421126,1296.057826,167182.3313,0.193597353,250.9170447,39.83333333,2858.014551,1057021.208,18018.43763,2849.703338,14717.46673,6.324220599,71.82246383,11.35829245,70597.67969
0.135840176,186.943927,-1457.637982,0.969686701,193.1980855,120.666061,0.943293519,17.18076488,10908.34626,0.117615482,60.89435691,-3968.946046,0.958990107,0.282425163,-748.9835263,0.118361512,2706.504082,28.59738154,0.426967402,12235.05572,-7.513310551,0.019861001,77.22062847,0.721649242,0.459844787,3388.099713,32.78061712,0.50240692,15647.09241,108.9076366,0.237050315,948850.684,7671.149798,0.30416191,13.3843874,0.173456382,0.621557818,5.861300429,7724.4528,65.03334171,77.22062847,0.021323463,0.02365452,0.022773975,0.000451712,0.065226965,0.26740929,0.220792441,0.052084812,183.7317698,225.6747908,202.3485926,11.49145317,740.2932799,2816.806991,1009.945533,420.2328375,201.7332354,0.94134888,0.016458784,0.956951604,0.015795959,112.4468802,0.967858512,802.8717221,181312.7298,0.250303104,200.5766112,29.5,2503.913867,1023803.858,17031.33356,3014.180626,12055.91175,5.649175101,84.9089223,15.05265981,70564.92188
0.040983926,317.5145979,-708.4629516,0.98223289,347.6947267,-268.7658647,0.981238461,107.416888,11149.8613,0.856757623,54.94056496,-22291.81282,0.985599887,0.42104027,-4487.305687,0.885215202,2489.14977,21.6862068,0.318369982,16569.56816,48.66464275,0.321063111,50.45488627,0.48478155,0.429084327,2000.826135,21.69842906,0.45964605,15845.47763,168.7703602,0.427275751,848267.6802,9356.010792,0.428757493,7.932003056,0.0603495,0.303762335,6.336658795,8346.225753,64.5455494,50.45488627,0.023880557,0.033673476,0.025510123,0.001658925,0.051538555,0.171608149,0.148308578,0.028008395,232.2055232,338.6986301,311.0097673,17.67736812,1843.347504,4505.472108,2201.101387,585.4606842,315.1043624,0.972275349,0.0186385,0.984014572,0.017733729,125.8015607,0.984594122,1980.302544,145683.448,0.160660782,317.9638195,9.666666667,536.8838379,943691.4107,17669.67821,2727.525132,16977.99139,6.482062151,55.58854947,8.579943436,70522.10404
0.153344466,192.3625788,-1696.915816,0.972556231,303.8705974,-461.0034293,0.943864716,105.7903679,8183.994165,0.841679115,61.08758877,-15383.83374,0.968910884,0.369160733,-3086.97419,0.902896141,2535.600245,22.90945968,0.335644325,15230.69475,63.88067219,0.393896183,66.61003945,0.489086766,0.30701553,2833.544693,19.43602253,0.286626752,17140.40422,165.608203,0.362383329,1031682.131,10133.39991,0.352283865,9.861446615,0.065616192,0.269363822,6.741500751,8880.039054,67.23113977,66.60781824,0.020801524,0.026447059,0.023499459,0.000914652,0.051883509,0.192369603,0.163997324,0.029589408,157.9526711,287.449802,253.6570693,24.21314973,1259.22551,3044.371377,1600.726245,322.4036138,258.6696985,0.922265251,0.016573407,0.966844771,0.015801103,124.0803348,0.966945152,1519.320287,168479.1624,0.174383844,264.7136677,39.5,2823.20009,1146355.38,18961.863,2786.550955,15986.40749,6.805316391,71.70943911,10.5391731,70398.40551
0.10589425,59.92136286,-586.9559951,0.76013622,149.5154306,317.5312402,0.524616393,122.7163384,8540.58508,0.447409486,50.53619348,-47201.84274,0.637903471,0.137367585,-763.9325974,0.713319574,730.0257007,1.904077076,0.341979209,10875.62465,17.3875455,0.754382492,19.02794364,0.061795247,0.320719065,361.2182301,-1.916414082,0.745700432,5034.943823,13.28465581,0.347577783,207245.0524,980.6954142,0.473118137,2.758875515,0.008876903,0.316726045,6.89682738,9058.563197,54.33478478,19.02794364,0.035473457,0.064920766,0.053294323,0.007741692,0.056009764,0.071167067,0.067071303,0.003162727,228.7085433,315.836023,265.4786428,16.74986573,3372.493629,4846.696079,3966.116713,304.2693052,263.8317148,0.215848396,0.02418072,0.097801006,0.012585997,351.8375063,0.634811554,3865.248348,31195.01109,0.068391791,264.3117691,18,353.218457,215199.0733,5176.001889,750.3131242,10972.64175,6.898472968,19.61276972,2.843052714,70379.03697
0.07926195,41.98347414,-327.6204388,0.948878526,199.1718797,162.3202013,0.694645214,276.1105324,6478.350541,0.66048743,45.55923924,-36405.63172,0.833207269,0.092596567,-380.6585812,0.937454843,538.9904231,3.782890748,0.451235534,9931.782973,44.99248237,0.583814687,12.50742738,0.104392594,0.362773764,495.5444005,0.866367286,0.038867309,3563.580154,29.8507116,0.490443162,125948.3691,1457.848952,0.469574482,1.891181739,0.013264564,0.316836109,6.581588515,8645.506589,53.68529254,12.50742738,0.014345773,0.041821486,0.02530137,0.004809184,0.035825317,0.060485943,0.053903907,0.004843272,182.1766348,340.0500077,287.0179894,24.12701732,3228.357755,7505.920876,5372.826309,716.5401211,282.3135512,0.569686927,0.027732807,0.597803507,0.016946023,216.8100435,0.801401724,5127.944519,20823.17044,0.055479399,284.2699555,20.83333333,282.920459,139549.6891,3825.046315,570.764458,10290.75118,6.701612737,13.56468691,2.024083814,70378.78802
0.120968692,74.57100128,-677.4215287,0.908584792,229.0574559,173.6323768,0.843891055,209.2707499,7034.008216,0.855708212,51.36057431,-59805.44028,0.860937013,0.170938965,-993.6009509,0.895685065,927.0920895,8.96323524,0.400123731,11236.13358,47.22269825,0.362320681,20.07985046,0.197324002,0.323774557,765.2144847,6.795197948,0.267571716,5659.326905,54.69491045,0.400339254,230860.8398,2719.199924,0.322944773,3.28939178,0.03233524,0.32375715,6.104676723,8018.585457,54.32719382,20.07985046,0.018303031,0.033798726,0.02636813,0.00264003,0.045168267,0.095982904,0.081371466,0.012897006,221.3367135,369.9281179,286.6413492,33.90386969,2793.655161,6398.277982,3655.566712,997.1799298,278.7540467,0.801698171,0.023877505,0.691955919,0.01676922,292.898105,0.860918274,3264.654612,41947.66402,0.08683545,283.4839025,5.666666667,124.0969971,256061.1422,6183.928753,1013.059986,11675.31457,6.104260132,21.92916972,3.59241981,70373.34999
0.261641059,93.88636476,-2758.909432,0.876536824,216.7108082,456.9396585,0.6303126,78.16047268,12290.1626,0.450913924,51.17998867,13273.66149,0.708131427,0.351888707,-3551.705404,0.811616827,1787.997151,12.45008198,0.394013984,15174.40728,24.32122579,0.229402289,36.9015768,0.190503146,0.19068294,1572.814604,4.956066143,0.50490125,10742.16288,74.69076746,0.393583551,563057.4361,3447.528885,0.226690031,6.142090944,0.031772647,0.191196159,6.008196221,7902.868779,55.83044858,36.9015768,0.01249536,0.037286642,0.023374767,0.003546719,0.044559099,0.133273527,0.117139235,0.016597413,190.4327077,325.5666543,291.4178768,27.65148675,1545.674193,4563.966535,2548.626255,480.0388755,288.9987044,0.5581349,0.018903742,0.609865317,0.013844289,490.5275685,0.708500639,2415.147406,99305.00707,0.122343678,294.9621344,4.5,173.7066406,596583.9969,11329.03586,1885.794024,15415.06047,6.007616209,38.72162912,6.445446885,70365.44907
0.287979971,224.1117771,-3822.632373,0.947025755,395.2353234,-589.5807365,0.914843884,91.86826907,11204.67574,0.841654119,48.4303401,42871.8494,0.940297337,0.60554122,-7067.981228,0.900549469,2979.900504,15.44895338,0.163195509,16593.22504,25.10766365,0.175510269,58.65517383,0.18524811,0.095806486,2310.418599,0.920965405,0.001739242,19352.73159,100.1638624,0.163718773,980131.2222,3918.202222,0.100433875,9.031280934,0.028632316,0.09571666,6.495480108,8565.136624,66.26954993,58.65517383,0.0208119,0.030316427,0.025400283,0.001898342,0.099520769,0.209060972,0.178297978,0.027107933,267.5427386,364.3096823,327.8654835,23.74406786,1523.333776,2906.739602,1875.060196,264.254315,331.3502972,0.890419226,0.01973447,0.940035074,0.019420405,49.01264359,0.940707558,1788.786731,161569.8674,0.190399312,339.6122342,3.333333333,207.4038086,1049063.686,20978.70011,3230.994734,16960.51921,6.493130225,61.79977214,9.517940652,70360.76646
0.187245433,140.0171277,-1669.581982,0.935170568,312.0741239,-95.48887224,0.891005523,165.5818752,8404.294152,0.859439798,47.96364526,-6940.455839,0.916348967,0.318258587,-2657.085999,0.910023279,1714.661961,19.31951888,0.497043516,13736.46505,49.53912557,0.363752705,32.20262416,0.282521233,0.377417363,1141.152032,4.009835981,0.159502584,9519.359982,107.454092,0.499415746,449642.7495,4809.384595,0.398503243,5.800387457,0.05077592,0.375277497,5.552171679,7307.119232,57.81130964,32.20262416,0.014870891,0.036868283,0.027952772,0.00417895,0.04946237,0.143906434,0.122955787,0.023284333,225.2967989,367.9259528,293.2325885,27.42449611,1953.420306,4817.949683,2486.17534,591.8619016,296.2831215,0.888627203,0.021054399,0.906238989,0.019109115,166.9867076,0.916469423,2248.229676,90536.29888,0.133356484,299.4053541,3.666666667,128.5071777,502611.3923,10541.05522,1898.798708,14241.35067,5.551442404,35.29717494,6.358140257,70337.35337
