"T(P,V/N)-b1","T(P,V/N)-b2","T(P,V/N)-a","T(P,V/N)-R2",T(V/N)-b,T(V/N)-a,T(V/N)-R2,P(V)-slope,P(V)-a,P(V)-R2,Wp(WT)-slope,Wp(WT)-a,Wp(WT)-R2,T(P)-slope,T(P)-a,T(P)-R2,T-m,T-slope,T-R2,P-m,P-slope,P-R2,V-m,V-slope,V-R2,Vs-m,Vs-slope,Vs-R2,TN-m,TN-slope,TN-R2,PV-m,PV-slope,PV-R2,V/N-m,V/N-slope,V/N-R2,N-m,Ns-m,I-m,V0-m,V/Vs-min,V/Vs-max,V/Vs-m,V/Vs-std,T/P-min,T/P-max,T/P-m,T/P-std,Tpi-min,Tpi-max,Tpi-m,Tpi-std,Fpi-min,Fpi-max,Fpi-m,Fpi-std,Tpi-slope,Tpi-R2:1-sse/sst,WT/WP-slope,WT/WP-R2:1-sse/sst,T(P*V/N)-slope,T(P*V/N)-a,T(P*V/N)-R2,Fpi,P*V/N,T/P,Tpi,dt,dz,workP,workT,Total T,Total F,RPM,Pr,p,Chainage
0.142912666,165.027875,-912.012823,0.987987731,198.8633662,167.5603506,0.967207273,36.28190609,7550.255198,0.573776835,57.36717481,-134307.5969,0.983172839,0.54301067,-3110.999397,0.704237901,2496.665098,21.80295429,0.33207286,10326.98768,14.1582913,0.058630246,76.5321556,0.785105455,0.413612062,3269.733481,34.44413719,0.449380957,16314.45535,142.243237,0.332215399,801606.6153,8035.042889,0.316691095,11.7120855,0.12030421,0.413384668,6.535650734,8606.774512,60.93914523,76.5321556,0.020471626,0.026505241,0.023368008,0.001070281,0.076065729,0.269549322,0.239190905,0.045485697,191.0726319,251.0203284,214.7394015,10.580645,717.2383759,3300.044986,973.082009,435.7728206,212.4479317,0.962454,0.020153012,0.95073967,0.017146934,393.1345953,0.983225603,801.4929525,134419.0937,0.262469332,210.243223,9.166666667,776.0738281,878226.0075,17785.15425,2722.146634,10374.46394,6.533537281,84.64088433,12.9548608,71000.92183
0.025871312,9.51595219,1858.655986,0.112641421,3.363937692,2204.430309,0.002154325,-39.44838426,13384.4134,0.061952665,66.19466991,-28765.83612,0.10108058,0.023421374,2021.884256,0.096457524,2253.565332,-0.393713966,0.025942803,9891.865127,-15.02821588,0.21496054,88.53463414,-0.097830297,0.228817421,3703.843723,-2.275764852,0.65409881,13659.63275,-2.3872611,0.026396667,875429.0451,-2264.392712,0.547866112,14.60640107,-0.016137372,0.228931517,6.061355571,7977.003122,62.25305556,88.53463414,0.022213177,0.026063704,0.02390103,0.000670787,0.207005959,0.246283692,0.228273356,0.010270086,138.9065688,169.9573764,154.4487566,5.517863057,583.3190501,787.5529229,678.2183803,43.66122247,154.1187562,-4.329359121,0.015567651,-8.466429348,0.001549243,2029.810937,0.102504464,688.9833895,143149.8612,0.227430017,156.397141,11.83333333,1037.938379,867656.1815,13666.11004,2254.699927,9929.545917,6.061171392,87.41224365,14.42166269,70990.69319
0.000981625,250.3338684,-783.4250896,0.918121534,250.621678,-776.3439221,0.918121014,49.4453076,7197.677167,0.700225742,51.14487923,113897.6264,0.878020025,0.598472304,-4052.855988,0.643130423,2694.282386,20.10439218,0.447085931,11273.93588,9.45878078,0.055114832,82.43974823,0.385942622,0.320372882,3459.507031,15.24641739,0.310168998,16038.95097,119.3210076,0.446640697,934207.8365,4641.176425,0.226819678,13.84806907,0.065181162,0.321507161,5.95362076,7846.092773,65.49345942,82.43974823,0.021400537,0.026000928,0.023835933,0.000906956,0.116152934,0.266763605,0.237849761,0.033453218,138.4428375,215.4561811,193.2947078,14.3969423,735.3130833,1229.415039,825.3881512,98.4977861,195.353266,0.872830778,0.017168478,0.878020021,0.017175464,-1.047809924,0.878649054,792.7047083,166301.1996,0.252034874,199.5565895,7.333333333,632.3174072,989787.9577,17193.28338,2888.784315,11476.9682,5.951748359,86.22844391,14.48790211,70953.14186
0.048919537,58.52887988,-23.48842856,0.834752225,64.07925539,291.3668203,0.824580897,19.00482661,6436.048369,0.378207769,109.3838534,-162882.1033,0.829618318,0.244015537,-941.0100012,0.407000734,886.7646495,3.152643884,0.39193839,7490.402745,8.432683851,0.410241296,55.47824236,0.326496433,0.587302702,2007.916094,15.3801326,0.626670491,5294.701427,18.81959794,0.391876684,416272.7416,2872.058129,0.632830043,9.291584704,0.054689719,0.587328406,5.970814153,7842.189017,53.82216068,55.47824236,0.024305937,0.031693508,0.027801502,0.001563123,0.098583181,0.130764389,0.118303528,0.008398172,86.44795399,107.8546322,95.88986793,5.178660201,694.9447562,1067.955676,816.4343592,95.26840591,95.05687055,0.629508132,0.012640112,0.455221977,0.007585002,357.9532252,0.829662374,773.8239048,72785.0049,0.120772252,93.41002995,4.5,260.2471313,434586.7506,5406.944062,905.5601951,7501.416311,5.970829468,57.93535592,9.70306875,70921.06775
0.205480696,72.51050492,-1361.545449,0.88946646,92.27621708,-75.00824801,0.878491118,17.47520543,6352.418155,0.729922018,78.35859388,65995.81199,0.896956292,0.797959201,-4843.41346,0.773372908,1278.973909,13.21644056,0.627880905,7672.556894,9.545795494,0.269677636,75.5435319,0.71325252,0.629905536,3173.862736,32.37139816,0.710170618,6592.197957,77.88148999,0.732198537,582551.1745,5920.007931,0.618020589,14.67314331,0.117673617,0.482445942,5.145329164,6769.444052,57.88463683,75.5435319,0.019437508,0.025837759,0.023812232,0.001242807,0.057714987,0.212626282,0.165853767,0.0287996,72.1227077,110.4946357,86.926872,6.173979848,436.2571318,1556.166825,547.5562826,164.912939,87.30235917,0.875867884,0.01132048,0.896843234,0.01099492,34.83842776,0.890913722,496.5556109,122609.4369,0.178324039,88.31332555,3.166666667,247.4591797,626555.2695,7103.058896,1388.229429,7783.735613,5.112463085,80.48563911,15.75000601,70919.49828
0.194874077,83.50729912,-1024.928312,0.882056192,111.7031783,190.6457644,0.825160482,28.84286271,6235.874355,0.480047971,65.07139018,-60049.35319,0.857064912,0.47206173,-2430.958712,0.642372697,1021.939091,5.330142449,0.491547404,7314.504829,6.431381809,0.248260071,37.39678977,0.20555977,0.439507835,1217.531727,11.6023851,0.482647087,5135.372494,26.73817787,0.491777146,274116.4741,1756.751448,0.429693627,7.441984552,0.040977121,0.439302128,5.025221755,6607.745356,53.9548395,37.39678977,0.023572335,0.039845701,0.031183563,0.002876135,0.099597135,0.186564496,0.139499859,0.012423794,118.2380937,149.3379127,137.6029639,6.590988391,725.6142957,1228.18724,993.9442815,97.35721678,136.9578079,0.782375953,0.018625695,0.707150329,0.013177262,303.1247326,0.857569193,976.0688878,55145.55145,0.142414162,138.8838292,6.833333333,258.3729248,277120.9952,5243.425294,1043.412746,7328.587182,5.025266572,37.82282789,7.526535031,70890.67401
0.260184572,44.34017139,-1756.00183,0.93069741,103.8163636,-308.4996689,0.760477713,45.27038352,5560.876058,0.592623408,96.08091283,85948.04082,0.888467547,0.375507628,-2116.778069,0.874450505,1313.046082,7.08937238,0.335972038,9133.833506,21.52851816,0.499595048,78.92483276,0.223233597,0.185762698,3209.883157,8.812591645,0.14747962,6634.692429,35.75173903,0.336045503,723415.3458,3496.210587,0.309290257,15.61936573,0.044361766,0.186444831,5.053148609,6645.025011,58.79815102,78.92483276,0.02307295,0.027133556,0.024631036,0.000817184,0.083827026,0.158019613,0.143162222,0.014553553,70.96110533,98.80412328,83.8023157,6.313715189,519.7024575,846.5182251,589.1948367,51.24343608,84.24163126,0.733197861,0.009172519,0.88840888,0.009251333,-11.4410319,0.888921533,584.8224584,151079.1051,0.149015888,87.13582878,5.333333333,436.1583008,763295.1851,7073.266772,1400.023354,9394.953594,5.052286156,81.25217692,16.08223591,70880.00859
-0.13010201,-1.121537384,1416.216383,0.515026318,25.80458874,338.9481604,0.250869019,-41.10094818,8279.608587,0.508066822,14.47461591,281945.6498,0.030011688,-0.127347133,1387.486507,0.514793337,615.9554465,1.85396917,0.487799109,6058.487859,-13.67889526,0.836533744,54.04062012,0.190511313,0.53951783,1798.290112,9.483299677,0.624302437,3100.806963,9.331807853,0.487992528,326828.6397,396.8331901,0.126407806,10.73480724,0.037850307,0.539661778,5.034149753,6615.100068,54.48019944,54.04062012,0.027394179,0.039281401,0.030166948,0.001867957,0.074468961,0.11971033,0.101959854,0.00930258,45.0413726,63.04856341,57.51841944,3.708526549,447.2264584,646.1101686,567.8642054,53.05661699,57.22851819,-0.122942491,0.009469598,-0.352807888,0.002079113,480.9746626,0.030145584,558.2302641,64900.83453,0.103809563,57.80413217,12.16666667,666.4192017,326719.6553,3137.300354,623.2053461,6007.108114,5.034135512,54.42506162,10.81120152,70850.64172
0.196895597,71.1490406,-1311.025139,0.921552157,95.38844032,-342.2811391,0.884766934,27.55810302,4916.25389,0.607502092,82.97428261,63510.89027,0.926779532,0.548470637,-2563.835444,0.728754117,1290.361072,16.76763931,0.714138136,7027.170202,25.63191043,0.688852241,76.59875246,0.602579107,0.475930045,3256.36016,25.64346676,0.530210453,5774.560561,74.84994768,0.713518042,542650.9102,5925.6743,0.60198675,17.11572394,0.135218604,0.477610524,4.475738337,5887.56885,57.12704522,76.59875246,0.015427757,0.026606013,0.023578617,0.001635343,0.078194368,0.234365376,0.182009577,0.034030162,46.83135661,97.85521956,74.70258619,7.76575305,345.7309007,681.4408073,422.2693388,75.17648345,75.92019825,0.846909443,0.010662312,0.924789921,0.011171984,-64.3153017,0.927127923,407.540676,130258.9366,0.19062035,77.20762839,29.83333333,2399.661401,582886.7299,6193.949643,1384.18174,7254.342681,4.474992576,80.25522345,17.93461038,70823.27173
0.229829075,94.92803162,-2241.778727,0.770411324,110.4184548,-655.6487422,0.456483377,14.55035216,6926.842306,0.026512138,60.97771195,287519.7102,0.762347966,0.269014115,-903.0066654,0.442409319,1269.710308,7.208943103,0.693323211,8076.590975,16.7662913,0.613468726,79.01861453,0.056366851,0.055369196,3195.838208,4.57315901,0.197552905,5753.826812,32.5881707,0.692640233,638374.9042,1762.472505,0.415377958,17.43693167,0.012688391,0.057367247,4.531702359,5957.856495,60.5091715,79.01861453,0.021298316,0.028054498,0.024747358,0.000926912,0.104328652,0.168420209,0.157046539,0.012791692,53.87394402,82.62753468,72.73357419,5.871249753,411.3224942,531.5488841,463.9898902,25.28214417,72.88943887,0.403649804,0.009026523,0.703206336,0.012500951,-491.3031567,0.763726987,461.3970157,144012.171,0.162823303,75.10447751,33.33333333,2669.609009,652546.0921,6012.282879,1326.868186,8150.95217,4.531209207,80.07107383,17.67100889,70817.90148
0.12040378,40.36850256,-755.8642557,0.978715819,53.72620977,31.20134972,0.947636087,20.05635415,6538.476001,0.653496569,163.9768326,-78498.85503,0.972854678,0.358140958,-2107.889113,0.793258075,806.8785402,5.698360595,0.409485918,8138.604606,19.15814417,0.748409807,79.78162896,0.451480358,0.255841495,3310.136888,19.19887253,0.208780581,4458.786482,31.52678095,0.409514679,652638.8296,4920.722772,0.360953283,14.43759375,0.081579761,0.255643519,5.525706462,7257.342576,57.97085236,79.78162896,0.022408553,0.033388315,0.024339337,0.001680769,0.048096408,0.107909934,0.098707349,0.013697734,50.95702674,60.98042841,55.97099572,2.149282114,479.628007,1267.879056,585.0903003,139.2162165,55.83254431,0.946141659,0.006803385,0.95122371,0.005931323,106.3695285,0.972810308,534.9777712,128339.1883,0.104711477,56.00105652,7.666666667,657.1589844,709250.8779,4792.215788,867.1530676,8283.058751,5.526379042,85.63692421,15.49603004,70809.37692
0.319874998,26.7283132,-2054.315057,0.97717492,57.94240585,-4.898915457,0.924899403,18.85672355,6406.36586,0.836917283,139.6521364,-14827.44589,0.95356872,0.549131236,-3461.091489,0.945093023,820.3101992,6.712207665,0.385183235,7796.682123,13.04646759,0.464301649,73.73053223,0.450784239,0.235505864,2988.116687,13.27338303,0.11642868,4246.761444,34.73684852,0.38523536,578241.8624,4162.761755,0.270498745,14.24188558,0.087114963,0.235516136,5.177171477,6802.274429,58.30155265,73.73053223,0.020842367,0.02884867,0.024779331,0.001427438,0.054472824,0.120000548,0.104610724,0.017854599,46.71901979,65.33351197,57.61897575,3.376681488,453.5141111,1199.378099,575.4354837,159.4760638,57.60944213,0.924867851,0.007324463,0.948330197,0.006828685,57.58515925,0.953613553,525.3079232,119772.679,0.112003815,58.79805486,10.66666667,827.1166992,620050.1811,4596.657503,887.9185472,7927.186316,5.176891387,78.21741536,15.10895355,70807.67335
0.004914001,58.68265109,30.70282641,0.886814282,59.21529557,60.15489932,0.886687985,21.5180339,5997.617702,0.362693246,133.376103,-58197.77658,0.834421249,0.201038275,-574.9806131,0.331467633,961.7170238,4.160977303,0.32054205,7643.806336,19.39552547,0.849207431,76.50274377,0.341938119,0.33695463,3108.231864,14.27942488,0.383219515,4832.386394,20.9928915,0.321240705,586327.0888,3992.12525,0.544908613,15.2251562,0.067784169,0.336393697,5.024506674,6602.957117,59.42726007,76.50274377,0.02085035,0.026919034,0.024623265,0.000954452,0.082309473,0.145119862,0.125685031,0.012515884,58.30169334,72.00165066,63.21589952,2.643562856,425.9159855,708.3230087,508.2986324,59.10729614,63.11842156,0.882788342,0.008207226,0.75182795,0.006249471,232.4883737,0.833488468,487.8797137,123332.4265,0.130214828,63.44477357,22.16666667,1768.372119,619822.4166,5069.029543,1008.637656,7755.956681,5.025622054,79.92292856,15.90309316,70805.1084
0.479053833,40.5784305,-3241.595444,0.812591656,106.3723749,-657.1089272,0.568092369,30.5357526,5393.367533,0.469430115,60.009994,282582.5617,0.704563716,0.618093574,-3624.907095,0.768825183,1159.156178,6.584839392,0.33262297,7740.030757,10.31290248,0.405419415,76.84969336,0.210593426,0.335798422,2978.108037,11.10150142,0.501077224,5217.069079,29.60485245,0.332463221,595658.8458,2346.4163,0.408602526,17.07459391,0.046916513,0.336319516,4.500865573,5917.046089,58.77416074,76.84969336,0.024242209,0.028199996,0.025841616,0.000979678,0.055744713,0.167909772,0.149293359,0.019192056,25.63479211,76.30425886,67.67364432,7.856786788,406.0781193,535.704071,454.8916866,25.49405765,68.06685347,0.494079096,0.008781886,0.659460771,0.011740272,-394.6109248,0.705499787,446.0703797,137843.8885,0.15674518,69.8873279,3.333333333,264.3995117,620374.8595,5527.667671,1228.22275,7836.991208,4.500565279,79.17164063,17.59149612,70799.05085
0.612233972,24.99097808,-3522.821815,0.903248567,57.83296142,-93.55984026,0.614661314,11.65175466,5600.960542,0.406959016,82.84604639,164153.5507,0.723756353,0.801930568,-4342.134841,0.835207183,855.8884969,5.595859004,0.465200658,6481.887015,5.55670161,0.353199648,75.60461914,0.293944679,0.329723048,3142.645631,11.22793895,0.296497134,3941.562909,25.76252487,0.46526763,490696.4543,2255.831139,0.37617331,16.41707971,0.063862842,0.329699479,4.605279684,6052.037225,58.14880999,75.60461914,0.021622765,0.026974922,0.024078346,0.001070042,0.079639047,0.151619713,0.131744051,0.016450288,42.87420094,65.22029693,52.03684073,4.788820274,346.953088,588.70174,399.0010112,43.75986022,52.18798347,0.608749227,0.008040725,0.719116375,0.008736164,-74.96592515,0.723956544,387.3675158,110235.9597,0.139193657,53.95401609,3.5,272.3367676,507652.8285,4186.40627,909.0718875,6528.631261,4.605147351,77.78250326,16.89033638,70792.95933
0.195008443,33.5648158,-977.9777687,0.956057498,46.53394917,56.85044304,0.948183823,14.58440977,5305.201222,0.903292747,141.6852736,-54060.26639,0.955797007,0.650957068,-3348.823036,0.908412941,755.6838487,6.572425407,0.485147412,6305.341914,8.600093961,0.387480776,68.57601429,0.573195003,0.405319737,2746.104413,26.76972568,0.407307675,3450.728722,29.96434415,0.4852012,434857.1767,3989.661655,0.409544112,15.01771111,0.125721789,0.405406559,4.566757917,6001.0428,59.64893347,68.57601429,0.023699583,0.039529827,0.025430447,0.002631427,0.067415504,0.134783396,0.119282589,0.019306486,44.91895326,59.87335487,50.58929639,2.781787766,373.1969774,834.8187826,442.4319737,121.8690226,50.18796283,0.942126887,0.007886496,0.927304092,0.006749052,112.9595852,0.95594025,391.9754357,104012.25,0.127905393,50.12534499,6,447.6604492,474898.3147,3727.775133,816.4578867,6383.78192,4.565789938,74.39471413,16.29393262,70792.52698
0.023887378,53.89188701,-152.1416034,0.955603067,54.79388054,-23.65246186,0.955327907,8.132893639,5378.688275,0.484650118,108.8840146,11773.0226,0.951210901,0.715736632,-3457.743946,0.479448204,796.8976976,7.23411469,0.45944397,5944.423483,5.877603967,0.324061331,69.56136808,0.552129763,0.390275017,2762.21296,24.38851515,0.387167667,3701.665054,33.58671472,0.459472096,414825.1745,3573.254454,0.417254036,14.97521532,0.118930864,0.390267671,4.645286473,6106.237343,58.07154663,69.56136808,0.023918861,0.033703263,0.025478682,0.001716608,0.052648396,0.155422313,0.133667841,0.02500401,47.87223452,58.36689975,53.10949918,2.274132261,348.6586515,911.9253944,419.5497646,126.8692478,53.26586718,0.954559982,0.008916741,0.950788671,0.008736211,16.71893442,0.951259281,370.7966953,96205.88363,0.145052331,53.77842889,5.166666667,387.5043213,446870.987,4022.876056,866.0761486,5971.037691,4.644944233,74.84167092,16.11250102,70790.73077
